"","name","label"
"1728","wpfsap4","What fraction will be added to final pension for each year of service"
"1729","wpfsp4c","Whether answer to wpfsap4 was recoded post-interview from text answer"
"1730","wpplp4","Will pension go up more than prices after retirement"
"1731","wpplph4","Form this increase will take"
"1732","wplump4","Value of lump sum expected"
"1733","wplu4l","Expected lump sum - bracket min value (wplump4)"
"1734","wplu4u","Expected lump sum - bracket max value (wplump4)"
"1735","wplu4e","Expected lump sum - bracket entry point (wplump4)"
"1736","wplu4r","Expected lump sum - bracket result (wplump4)"
"1737","wpptp4","Form that income from pension is expected to take"
"1738","wppsal4","Expected income from pension (as percentage of salary)"
"1739","wpasal4","Annual income expected from pension"
"1740","wpasa4l","Expected annual pension income - bracket min value (wpasal4)"
"1741","wpasa4u","Expected annual pension income - bracket max value (wpasal4)"
"1742","wpasa4e","Expected annual pension income - bracket entry point (wpasal4)"
"1743","wpasa4r","Expected annual pension income - bracket result (wpasal4)"
"1744","wpfsav4","Are any Free Standing Additional Voluntary Contributions (FSAVCs) made"
"1745","wppfva4","Value of accumulated FSAVCs"
"1746","wppfv4l","Value of accumulated FSAVCs - bracket min value (wppfval4)"
"1747","wppfv4u","Value of accumulated FSAVCs - bracket max value (wppfval4)"
"1748","wppfv4e","Value of accumulated FSAVCs - bracket entry point (wppfval4)"
"1749","wppfv4r","Value of accumulated FSAVCs - bracket result (wppfval4)"
"1750","wpapf4","Value of accumulated pension fund"
"1751","wpapf4l","Value of accumulated pension fund - bracket min value (wpapf4)"
"1752","wpapf4u","Value of accumulated pension fund - bracket max value (wpapf4)"
"1753","wpapf4e","Value of accumulated pension fund - bracket entry point (wpapf4)"
"1754","wpapf4r","Value of accumulated pension fund - bracket result (wpapf4)"
"1755","wpptop4","How much is pension at retirement expected to be worth"
"1756","wppenb4","Amount expected from pension when retire"
"1757","wppe4tl","Expected total value of pension when retire - bracket min value (wppenb4)"
"1758","wppe4tu","Expected total value of pension when retire - bracket max value (wppenb4)"
"1759","wppe4tr","Expected total value of pension when retire - bracket entry point (wppenb4)"
"1760","wppe4te","Expected total value of pension when retire - bracket result (wppenb4)"
"1761","wppe4al","Expected income from pension when retire - bracket min value (wppenb4)"
"1762","wppe4au","Expected income from pension when retire - bracket max value (wppenb4)"
"1763","wppe4ar","Expected income from pension when retire - bracket entry point (wppenb4)"
"1764","wppe4ae","Expected income from pension when retire - bracket result (wppenb4)"
"1765","wpcons4","Whether respondent was willing to give name and address of employer"
"1766","wpnum21","Pension block type"
"1767","wpifs28","From whom does respondent get info on how pension scheme operates (1st mention)"
"1768","wpifs29","From whom does respondent get info on how pension scheme operates (2nd mention)"
"1769","wpifs30","From whom does respondent get info on how pension scheme operates (3rd mention)"
"1770","wpfinf4","Whether has received enough info about expected pension at retirement"
"1771","wpnum22","Pension block type"
"1772","wpask","Computed : Ask WpCps on this loop?"
"1773","wpcps","Whether contributing to any other pension scheme, apart from state pension"
"1774","wpcpsc","Whether there is another pension scheme to which they could contribute"
"1775","wpkp","If currently contributing to another scheme, what kind of pension scheme is it"
"1776","wpkpc","Whether answer to wpkp was recoded post-interview from text answer"
"1777","wppdes","Is pension more like Type A (defined contribution) or Type B (defined benefit)"
"1778","wpoars","Number of years in this scheme"
"1779","wpnum23","Pension block type"
"1780","wpask2","Computed : Ask WpCps on this loop?"
"1781","wpcps2","Whether contributing to any other pension scheme, apart from state pension"
"1782","wpcpsc2","Whether there is another pension scheme to which they could contribute"
"1783","wpkp2","If currently contributing to another scheme, what kind of pension scheme is it"
"1784","wpkp2c","Whether answer to wpkp2 was recoded post-interview from text answer"
"1785","wppdes2","Is pension more like Type A (defined contribution) or Type B (defined benefit)"
"1786","wpoars2","Number of years in this scheme"
"1787","wpnum24","Pension block type"
"1788","askqs5","Computed, ask this block for loop WpNum"
"1789","askdcb5","Ask for DC or DB"
"1790","askrul5","Computed: Yes if WPsRul=Yes,prompt or WPNum>=4"
"1791","wpcos5","Is the pension scheme contracted out"
"1792","wpybs5","How many years has respondent belonged to scheme"
"1793","wperc5","Does employer require that respondent makes a contribution to pension scheme"
"1794","wpmc5","What is the minimum contribution respondent needs to make"
"1795","wpmca5","Minimum contribution (as an amount)"
"1796","wpperc5","Period covered"
"1797","wpmfrc5","Minimum contribution (as percentage of salary)"
"1798","wpycat5","What is the contribution respondent makes to pension scheme"
"1799","wpyca5","Contribution (as an amount)"
"1800","wpmcaf5","Period covered"
"1801","wpyfra5","Contribution (as percentage of salary)"
"1802","wpacon5","Method by which respondent makes additional contributions to pension scheme"
"1803","wpacoa5","What form contribution through additional voluntary contributions (AVCs) takes"
"1804","wpacob5","Contribution through AVCs (as an amount)"
"1805","wpacoc5","Period covered"
"1806","wpfras5","Contribution through AVCs (as a percentage of salary)"
"1807","wpcony5","How much contributed through additional irregular contributions in the last year"
"1808","wpady5","How many added years did respondent get in the last 12 months"
"1809","wpmmin5","Does respondent usually contribute more than the minimum contribution"
"1810","wpmuc5","What form contribution through usual additional contributions takes"
"1811","wpauc5","Contribution through usual additional contributions (as an amount)"
"1812","wpper5","Period covered"
"1813","wpfruc5","Contributions through usual voluntary contributions (as percentage of salary)"
"1814","wpanyc5","Did respondent contribute at all in the last 12 months"
"1815","wpacat5","How much did respondent contribute in the last 12 months"
"1816","wpecon5","What form contributions made by employer take"
"1817","wpecna5","Contributions of employer (as an amount)"
"1818","wpeper5","Period covered"
"1819","wpefs5","Contributions of employer (as a percentage of salary)"
"1820","wpnra5","Is there a Normal Retirement Age or an equivalent in the pension scheme"
"1821","wpbtha5","What is the normal retirement age"
"1822","wpbthp5","What is the period of service after which scheme members can retire"
"1823","wpera5","Does the scheme has an earlier age where respondent can retire and draw benefits"
"1824","wpyaer5","What is youngest age that respondent could take early retirement"
"1825","wpdsp5","How will pension be calculated"
"1826","wpdes5c","Whether answer to wpdesp5 was recoded post-interview from text answer"
"1827","wpfsap5","What fraction will be added to final pension for each year of service"
"1828","wpfsp5c","Whether answer to wpfsap5 was recoded post-interview from text answer"
"1829","wpplp5","Will pension go up more than prices after retirement"
"1830","wpplph5","Form this increase will take"
"1831","wplump5","Value of lump sum expected"
"1832","wplu5l","Value of expected lump sum - bracket min value (wplump5)"
"1833","wplu5u","Value of expected lump sum - bracket max value (wplump5)"
"1834","wplu5e","Value of expected lump sum - bracket entry point (wplump5)"
"1835","wplu5r","Value of expected lump sum - bracket result (wplump5)"
"1836","wpptp5","How much respondent expects to get from pension at retirement"
"1837","wppsal5","Expected worth of pension as percentage of salary"
"1838","wpasal5","Annual income expected from pension"
"1839","wpasa5l","Expected annual income from this pension - bracket min value (wpasal5)"
"1840","wpasa5u","Expected annual income from this pension - bracket max value (wpasal5)"
"1841","wpasa5e","Expected annual income from this pension - bracket entry point (wpasal5)"
"1842","wpasa5r","Expected annual income from this pension - bracket result (wpasal5)"
"1843","wpfsav5","Whether makes any Free Standing Additional Voluntary Contributions (FSAVCs)"
"1844","wppfva5","Value of accumulated FSAVCs"
"1845","wppfv5l","Value of accumulated FSAVCs - bracket min value (wppfval5)"
"1846","wppfv5u","Value of accumulated FSAVCs - bracket max value (wppfval5)"
"1847","wppfv5e","Value of accumulated FSAVCs - bracket entry point (wppfval5)"
"1848","wppfv5r","Value of accumulated FSAVCs - bracket result (wppfval5)"
"1849","wpapf5","Value of accumulated pension fund"
"1850","wpapf5l","Value of accumulated pension fund - bracket min value (wpapf5)"
"1851","wpapf5u","Value of accumulated pension fund - bracket max value (wpapf5)"
"1852","wpapf5e","Value of accumulated pension fund - bracket entry point (wpapf5)"
"1853","wpapf5r","Value of accumulated pension fund - bracket result (wpapf5)"
"1854","wpptop5","How much pension is expected to be worth at retirement"
"1855","wppenb5","Amount expected from pension when retire"
"1856","wppe5tl","Expected total value of pension when retire - bracket min value (wppenb5)"
"1857","wppe5tu","Expected total value of pension when retire - bracket max value (wppenb5)"
"1858","wppe5tr","Expected total value of pension when retire - bracket entry point (wppenb5)"
"1859","wppe5te","Expected total value of pension when retire - bracket result (wppenb5)"
"1860","wppe5al","Expected income from this pension when retire - bracket min value (wppenb5)"
"1861","wppe5au","Expected income from this pension when retire - bracket max value (wppenb5)"
"1862","wppe5ar","Expected income from this pension when retire - bracket entry point (wppenb5)"
"1863","wppe5ae","Expected income from this pension when retire - bracket result (wppenb5)"
"1864","wpcons5","Whether willing to give contact details of employer"
"1865","wpnum25","Pension block type"
"1866","askqs6","Computed, ask this block for loop WpNum"
"1867","askdcb6","Ask for DC or DB"
"1868","askrul6","Computed: Yes if WPsRul=Yes,prompt or WPNum>=4"
"1869","wpcos6","Is the pension scheme contracted out"
"1870","wpybs6","How many years has respondent belonged to scheme"
"1871","wperc6","Does employer require that respondent makes a contribution to pension scheme"
"1872","wpmc6","What is the minimum contribution respondent needs to make"
"1873","wpmca6","Minimum contribution (as an amount)"
"1874","wpperc6","Period covered"
"1875","wpmfrc6","Minimum contribution (as percentage of salary)"
"1876","wpycat6","What is the contribution respondent makes to pension scheme"
"1877","wpyca6","Contribution (as an amount)"
"1878","wpmcaf6","Period covered"
"1879","wpyfra6","Contribution (as percentage of salary)"
"1880","wpacon6","Method by which respondent makes additional contributions to pension scheme"
"1881","wpacoa6","What form contribution through additional voluntary contributions (AVCs) takes"
"1882","wpacob6","Contribution through AVCs (as an amount)"
"1883","wpacoc6","Period covered"
"1884","wpfras6","Contribution through AVCs (as a percentage of salary)"
"1885","wpcony6","How much contributed through additional irregular contributions in the last year"
"1886","wpady6","How many added years did respondent get in the last 12 months"
"1887","wpmmin6","Does respondent usually contribute more than the minimum contribution"
"1888","wpmuc6","What form contribution through usual additional contributions takes"
"1889","wpauc6","Contribution through usual additional contributions (as an amount)"
"1890","wpper6","Period covered"
"1891","wpfruc6","Contributions through usual voluntary contributions (as percentage of salary)"
"1892","wpanyc6","Did respondent contribute at all in the last 12 months"
"1893","wpacat6","How much did respondent contribute in the last 12 months"
"1894","wpecon6","What form contributions made by employer take"
"1895","wpecna6","Contributions of employer (as an amount)"
"1896","wpeper6","Period covered"
"1897","wpefs6","Contributions of employer (as a percentage of salary)"
"1898","wpnra6","Is there a Normal Retirement Age or an equivalent in the pension scheme"
"1899","wpbtha6","What is the normal retirement age"
"1900","wpbthp6","What is the period of service after which scheme members can retire"
"1901","wpera6","Does the scheme has an earlier age where respondent can retire and draw benefits"
"1902","wpyaer6","What is youngest age that respondent could take early retirement"
"1903","wpdsp6","How will pension be calculated"
"1904","wpfsap6","What fraction will be added to final pension for each year of service"
"1905","wpplp6","Will pension go up more than prices after retirement"
"1906","wpplph6","Form this increase will take"
"1907","wplump6","Value of lump sum expected"
"1908","wplu6l","Expected lump sum - bracket min value (wplump6)"
"1909","wplu6u","Expected lump sum - bracket max value (wplump6)"
"1910","wplu6e","Expected lump sum - bracket entry point (wplump6)"
"1911","wplu6r","Expected lump sum - bracket result (wplump6)"
"1912","wpptp6","How much respondent expects to get from pension at retirement"
"1913","wppsal6","Expected worth of pension as percentage of salary"
"1914","wpasal6","Annual income expected from pension"
"1915","wpasa6l","Expected annual income from pension when retire - bracket min value (wpasal6)"
"1916","wpasa6u","Expected annual income from pension when retire - bracket max value (wpasal6)"
"1917","wpasa6e","Expected annual income from pension when retire - bracket entry point (wpasal6)"
"1918","wpasa6r","Expected annual income from pension when retire - bracket result (wpasal6)"
"1919","wpfsav6","Whether makes any Free Standing Additional Voluntary Contributions (FSAVCs)"
"1920","wppfva6","Value of accumulated FSAVCs"
"1921","wppfv6l","Value of accumulated FSAVCs - bracket min value (wppfval6)"
"1922","wppfv6u","Value of accumulated FSAVCs - bracket max value (wppfval6)"
"1923","wppfv6e","Value of accumulated FSAVCs - bracket entry point (wppfval6)"
"1924","wppfv6r","Value of accumulated FSAVCs - bracket result (wppfval6)"
"1925","wpapf6","Value of accumulated pension fund"
"1926","wpapf6l","Value of accumulated pension fund - bracket min value (wpapf6)"
"1927","wpapf6u","Value of accumulated pension fund - bracket max value (wpapf6)"
"1928","wpapf6e","Value of accumulated pension fund - bracket entry point (wpapf6)"
"1929","wpapf6r","Value of accumulated pension fund - bracket result (wpapf6)"
"1930","wpptop6","How much pension is expected to be worth at retirement"
"1931","wppenb6","Amount expected from pension when retire"
"1932","wppe6tl","Expected total value of pension when retire - bracket min value (wppenb6)"
"1933","wppe6tu","Expected total value of pension when retire - bracket max value (wppenb6)"
"1934","wppe6tr","Expected total value of pension when retire - bracket entry point (wppenb6)"
"1935","wppe6te","Expected total value of pension when retire - bracket result (wppenb6)"
"1936","wppe6al","Expected annual income from pension when retire - bracket min value (wppenb6)"
"1937","wppe6au","Expected annual income from pension when retire - bracket max value (wppenb6)"
"1938","wppe6ar","Expected annual income from pension when retire - bracket entry point (wppenb6)"
"1939","wppe6ae","Expected annual income from pension when retire - bracket result (wppenb6)"
"1940","wpcons6","Whether respondent was willing to give name and address of employer"
"1941","wpnum26","Pension block type"
"1942","wpypen4","How many years respondent has had pension"
"1943","wpcb4","Value of accumulated pension fund"
"1944","wpcb4l","Value of accumulated pension fund - bracket min value (wpcb4)"
"1945","wpcb4u","Value of accumulated pension fund - bracket max value (wpcb4)"
"1946","wpcb4e","Value of accumulated pension fund - bracket entry point (wpcb4)"
"1947","wpcb4r","Value of accumulated pension fund - bracket result (wpcb4)"
"1948","wpsrc4","Whether respondent makes regular contribution to pension"
"1949","wpmrc4","How much does respondent usually contribute"
"1950","wpmrcp4","Period covered"
"1951","wplrcy4","When was the last pension contribution"
"1952","wplrcm4","When was the last pension contribution (month)"
"1953","wplac4","How much was the last contribution that was made"
"1954","wpcon4","How many contributions have been made in the last year"
"1955","wplpe4","How much pension is expected to be worth at retirement"
"1956","wplpa4","Expected value of pension fund at retirement"
"1957","wplp4tl","Expected total value of pension fund when retire - bracket min value (wppla4)"
"1958","wplp4tu","Expected total value of pension fund when retire - bracket max value (wppla4)"
"1959","wplp4te","Expected total value of pension fund when retire - bracket entry point (wppla4)"
"1960","wplp4tr","Expected total value of pension fund when retire - bracket result (wppla4)"
"1961","wplp4al","Expected annual income from pension when retire - bracket min value (wppla4)"
"1962","wplp4au","Expected annual income from pension when retire - bracket max value (wppla4)"
"1963","wplp4ae","Expected annual income from pension when retire - bracket entry point (wppla4)"
"1964","wplp4ar","Expected annual income from pension when retire - bracket result (wppla4)"
"1965","wpnum27","Pension block type"
"1966","wpypen5","How many years respondent has had pension"
"1967","wpcb5","Value of accumulated pension fund"
"1968","wpcb5l","Value of accumulated pension fund - bracket min value (wpcb5)"
"1969","wpcb5u","Value of accumulated pension fund - bracket max value (wpcb5)"
"1970","wpcb5e","Value of accumulated pension fund - bracket entry point (wpcb5)"
"1971","wpcb5r","Value of accumulated pension fund - bracket result (wpcb5)"
"1972","wpsrc5","Whether respondent makes regular contribution to pension"
"1973","wpmrc5","How much does respondent usually contribute"
"1974","wpmrcp5","Period covered"
"1975","wplrcy5","When was the last pension contribution"
"1976","wplrcm5","When was the last pension contribution (month)"
"1977","wplac5","How much was the last contribution that was made"
"1978","wpcon5","How many contributions have been made in the last year"
"1979","wplpe5","How much pension is expected to be worth at retirement"
"1980","wplpa5","Expected value of pension fund at retirement"
"1981","wplp5tl","Expected total value of pension fund when retire - bracket min value (wppla5)"
"1982","wplp5tu","Expected total value of pension fund when retire - bracket max value (wppla5)"
"1983","wplp5te","Expected total value of pension fund when retire - bracket entry point (wppla5)"
"1984","wplp5tr","Expected total value of pension fund when retire - bracket result (wppla5)"
"1985","wplp5al","Expected annual income from pension when retire - bracket min value (wppla5)"
"1986","wplp5au","Expected annual income from pension when retire - bracket max value (wppla5)"
"1987","wplp5ae","Expected annual income from pension when retire - bracket entry point (wppla5)"
"1988","wplp5ar","Expected annual income from pension when retire - bracket result (wppla5)"
"1989","wpnum28","Pension block type"
"1990","askcem4","Computed : Ask WPCemp"
"1991","wpplon4","How many years respondent has had this personal pension"
"1992","wppcon4","Excluding NI contributions, how often does respondent contribute to this pension"
"1993","wphcon4","Form of usual contributions"
"1994","wpcamt4","How much is usually contributed (amount)"
"1995","wpcper4","Period covered"
"1996","wpnifp4","How much is usually contributed (percentage of salary)"
"1997","wplcoy4","Year that last irregular contribution was made"
"1998","wplcom4","Month that last irregular contribution was made"
"1999","wpmcon4","Form of last irregular contribution"
"2000","wpac4","How much last irregular contribution was (amount)"
"2001","wpfsc4","How much last irregular contribution was (percentage of salary)"
"2002","wpnirr4","About how many time in the last year were (irregular) contributions made"
"2003","wplasy4","Year of last contribution (if contributions have stopped)"
"2004","wplasm4","Month of last contribution (if contributions have stopped)"
"2005","wpmlas4","How much as last contribution (if contributions have stopped)"
"2006","wplasp4","Period covered"
"2007","wprcon4","Did respondent previously contribute regularly to this pension"
"2008","wprsc19","Why respondent stopped contributing to this pension (1st mention)"
"2009","wprsc20","Why respondent stopped contributing to this pension (2nd mention)"
"2010","wprsm37","Why respondent stopped contributing to this pension (1st mention) - merged var"
"2011","wprsm38","Why respondent stopped contributing to this pension (2nd mention) - merged var"
"2012","wpcemp4","Whether employer contributes to pension"
"2013","wpecpp4","Form of last contribution that employer made to Personal Pension"
"2014","wpaecp4","Last contribution made by employer (as an amount)"
"2015","wpfsec4","Last contribution made by employer (as a percentage of salary)"
"2016","wpmec4","Form of usual contribution by employer"
"2017","wpamec4","Usual contributions made by employer (as an amount)"
"2018","wpfscp4","Period covered"
"2019","wpfsco4","Usual contributions made by employer (as a percentage of salary)"
"2020","wpcuv4","Value of accumulated pension fund"
"2021","wpcuv4l","Value of accumulated pension fund - bracket min value (wpcuv4)"
"2022","wpcuv4u","Value of accumulated pension fund - bracket max value (wpcuv4)"
"2023","wpcuv4e","Value of accumulated pension fund - bracket entry point (wpcuv4)"
"2024","wpcuv4r","Value of accumulated pension fund - bracket result (wpcuv4)"
"2025","wppexp4","How much pension is expected to be worth at retirement"
"2026","wpamou4","Expected total value of pension fund when retire"
"2027","wpam4tl","Expected total value of pension fund when retire - bracket min value (wpamou4)"
"2028","wpam4tu","Expected total value of pension fund when retire - bracket max value (wpamou4)"
"2029","wpam4te","Expected total value of pension fund when retire - bracket entry point (wpamou4)"
"2030","wpam4tr","Expected total value of pension fund when retire - bracket result (wpamou4)"
"2031","wpam4al","Expected annual income from pension when retire - bracket min value (wpamou4)"
"2032","wpam4au","Expected annual income from pension when retire - bracket max value (wpamou4)"
"2033","wpam4ae","Expected annual income from pension when retire - bracket entry point (wpamou4)"
"2034","wpam4ar","Expected annual income from pension when retire - bracket result (wpamou4)"
"2035","wpnum29","Pension block type"
"2036","askcem5","Computed : Ask WPCemp"
"2037","wpplon5","How many years respondent has had this personal pension"
"2038","wppcon5","Excluding NI contributions, how often does respondent contribute to this pension"
"2039","wphcon5","Form of usual contributions"
"2040","wpcamt5","How much is usually contributed (amount)"
"2041","wpcper5","Period covered"
"2042","wpnifp5","How much is usually contributed (percentage of salary)"
"2043","wplcoy5","Year that last irregular contribution was made"
"2044","wplcom5","Month that last irregular contribution was made"
"2045","wpmcon5","Form of last irregular contribution"
"2046","wpac5","How much last irregular contribution was (amount)"
"2047","wpfsc5","How much last irregular contribution was (percentage of salary)"
"2048","wpnirr5","About how many time in the last year were (irregular) contributions made"
"2049","wplasy5","Year of last contribution (if contributions have stopped)"
"2050","wplasm5","Month of last contribution (if contributions have stopped)"
"2051","wpmlas5","How much as last contribution (if contributions have stopped)"
"2052","wplasp5","Period covered"
"2053","wprcon5","Did respondent previously contribute regularly to this pension"
"2054","wprsc25","Why respondent stopped contributing to this pension (1st mention)"
"2055","wprsm49","Why respondent stopped contributing to this pension (1st mention) - merged var"
"2056","wprsm50","Why respondent stopped contributing to this pension (2nd mention) - merged var"
"2057","wprsm51","Why respondent stopped contributing to this pension (3rd mention) - merged var"
"2058","wpcemp5","Whether employer contributes to pension"
"2059","wpecpp5","Form of last contribution that employer made to Personal Pension"
"2060","wpaecp5","Last contribution made by employer (as an amount)"
"2061","wpfsec5","Last contribution made by employer (as a percentage of salary)"
"2062","wpmec5","Form of usual contribution by employer"
"2063","wpamec5","Usual contributions made by employer (as an amount)"
"2064","wpfscp5","Period covered"
"2065","wpfsco5","Usual contributions made by employer (as a percentage of salary)"
"2066","wpcuv5","Value of accumulated pension fund"
"2067","wpcuv5l","Value of accumulated pension fund - bracket min value (wpcuv5)"
"2068","wpcuv5u","Value of accumulated pension fund - bracket max value (wpcuv5)"
"2069","wpcuv5e","Value of accumulated pension fund - bracket entry point (wpcuv5)"
"2070","wpcuv5r","Value of accumulated pension fund - bracket result (wpcuv5)"
"2071","wppexp5","How much pension is expected to be worth at retirement"
"2072","wpamou5","Expected total value of pension fund when retire"
"2073","wpam5tl","Expected total value of pension fund when retire - bracket min value (wpamou5)"
"2074","wpam5tu","Expected total value of pension fund when retire - bracket max value (wpamou5)"
"2075","wpam5te","Expected total value of pension fund when retire - bracket entry point (wpamou5)"
"2076","wpam5tr","Expected total value of pension fund when retire - bracket result (wpamou5)"
"2077","wpam5al","Expected annual income from pension when retire - bracket min value (wpamou5)"
"2078","wpam5au","Expected annual income from pension when retire - bracket max value (wpamou5)"
"2079","wpam5ae","Expected annual income from pension when retire - bracket entry point (wpamou5)"
"2080","wpam5ar","Expected annual income from pension when retire - bracket result (wpamou5)"
"2081","wpnum30","Pension block type"
"2082","wpifs37","From whom does respondent get info on how pension scheme operates (1st mention)"
"2083","wpifs38","From whom does respondent get info on how pension scheme operates (2nd mention)"
"2084","wpifs39","From whom does respondent get info on how pension scheme operates (3rd mention)"
"2085","wpfinf5","Whether has received enough info about expected pension at retirement"
"2086","wpnum31","Pension block type"
"2087","wpifs46","From whom does respondent get info on how pension scheme operates (1st mention)"
"2088","wpifs47","From whom does respondent get info on how pension scheme operates (2nd mention)"
"2089","wpfinf6","Whether has received enough info about expected pension at retirement"
"2090","askinf2","Computed : ask Wpinfo?"
"2091","wprecs1","Whether still receiving pension mentioned last time"
"2092","wprecs2","Whether still receiving pension mentioned last time"
"2093","wprecs3","Whether still receiving pension mentioned last time"
"2094","wppwp","What period was covered by the last payment from this divorced/widow"
"2095","wppwr","How much was received"
"2096","wpwwwl","Wkly pension income - bracket min value (wppwr)"
"2097","wpwwwu","Wkly pension income - bracket max value (wppwr)"
"2098","wpwwwe","Wkly pension income - bracket entry point (wppwr)"
"2099","wpwwwr","Wkly pension income - bracket result (wppwr)"
"2100","wpwwfl","Fnightly pension income - bracket min value (wppwr)"
"2101","wpwwfu","Fnightly pension income - bracket max value (wppwr)"
"2102","wpwwfe","Fnightly pension income - bracket entry point (wppwr)"
"2103","wpwwfr","Fnightly pension income - bracket result (wppwr)"
"2104","wpwwml","Mnthly pension income - bracket min value (wppwr)"
"2105","wpwwmu","Mnthly pension income - bracket max value (wppwr)"
"2106","wpwwme","Mnthly pension income - bracket entry point (wppwr)"
"2107","wpwwmr","Mnthly pension income - bracket result (wppwr)"
"2108","wpwwyl","Annual pension income - bracket min value (wppwr)"
"2109","wpwwyu","Annual pension income - bracket max value (wppwr)"
"2110","wpwwye","Annual pension income - bracket entry point (wppwr)"
"2111","wpwwyr","Annual pension income - bracket result (wppwr)"
"2112","wpwwol","Oth pd pension income - bracket min value (wppwr)"
"2113","wpwwou","Oth pd pension income - bracket max value (wppwr)"
"2114","wpwwoe","Oth pd pension income - bracket entry point (wppwr)"
"2115","wpwwor","Oth pd pension income - bracket result (wppwr)"
"2116","wpwtx","Is this before or after tax"
"2117","wppwp2","What period was covered by the last payment from this divorced/widow"
"2118","wppwr2","How much was received"
"2119","wpww2wl","Wkly pension income - bracket min value (wppwr2)"
"2120","wpww2wu","Wkly pension income - bracket max value (wppwr2)"
"2121","wpww2we","Wkly pension income - bracket entry point (wppwr2)"
"2122","wpww2wr","Wkly pension income - bracket result (wppwr2)"
"2123","wpww2fl","Fnightly pension income - bracket min value (wppwr2)"
"2124","wpww2fu","Fnightly pension income - bracket max value (wppwr2)"
"2125","wpww2fe","Fnightly pension income - bracket entry point (wppwr2)"
"2126","wpww2fr","Fnightly pension income - bracket result (wppwr2)"
"2127","wpww2ml","Mnthly pension income - bracket min value (wppwr2)"
"2128","wpww2mu","Mnthly pension income - bracket max value (wppwr2)"
"2129","wpww2me","Mnthly pension income - bracket entry point (wppwr2)"
"2130","wpww2mr","Mnthly pension income - bracket result (wppwr2)"
"2131","wpww2yl","Annual pension income - bracket min value (wppwr2)"
"2132","wpww2yu","Annual pension income - bracket max value (wppwr2)"
"2133","wpww2ye","Annual pension income - bracket entry point (wppwr2)"
"2134","wpww2yr","Annual pension income - bracket result (wppwr2)"
"2135","wpww2ol","Oth pd pension income - bracket min value (wppwr2)"
"2136","wpww2ou","Oth pd pension income - bracket max value (wppwr2)"
"2137","wpww2oe","Oth pd pension income - bracket entry point (wppwr2)"
"2138","wpww2or","Oth pd pension income - bracket result (wppwr2)"
"2139","wpwtx2","Is this before or after tax"
"2140","wppwp3","What period was covered by the last payment from this divorced/widow"
"2141","wppwr3","How much was received"
"2142","wpww3wl","Wkly pension income - bracket min value (wppwr3)"
"2143","wpww3wu","Wkly pension income - bracket max value (wppwr3)"
"2144","wpww3we","Wkly pension income - bracket entry point (wppwr3)"
"2145","wpww3wr","Wkly pension income - bracket result (wppwr3)"
"2146","wpww3fl","Fnightly pension income - bracket min value (wppwr3)"
"2147","wpww3fu","Fnightly pension income - bracket max value (wppwr3)"
"2148","wpww3fe","Fnightly pension income - bracket entry point (wppwr3)"
"2149","wpww3fr","Fnightly pension income - bracket result (wppwr3)"
"2150","wpww3ml","Mnthly pension income - bracket min value (wppwr3)"
"2151","wpww3mu","Mnthly pension income - bracket max value (wppwr3)"
"2152","wpww3me","Mnthly pension income - bracket entry point (wppwr3)"
"2153","wpww3mr","Mnthly pension income - bracket result (wppwr3)"
"2154","wpww3yl","Annual pension income - bracket min value (wppwr3)"
"2155","wpww3yu","Annual pension income - bracket max value (wppwr3)"
"2156","wpww3ye","Annual pension income - bracket entry point (wppwr3)"
"2157","wpww3yr","Annual pension income - bracket result (wppwr3)"
"2158","wpww3ol","Oth pd pension income - bracket min value (wppwr3)"
"2159","wpww3ou","Oth pd pension income - bracket max value (wppwr3)"
"2160","wpww3oe","Oth pd pension income - bracket entry point (wppwr3)"
"2161","wpww3or","Oth pd pension income - bracket result (wppwr3)"
"2162","wpwtx3","Is this before or after tax"
"2163","wprecn1","Currently receiving pension from scheme which rights had been retained in before"
"2164","wprecn2","Currently receiving pension from scheme which rights had been retained in before"
"2165","wprecn3","Currently receiving pension from scheme which rights had been retained in before"
"2166","wpdsnd1","Is pension more like Type A (defined contribution) or Type B (defined benefit)"
"2167","wpdsnd2","Is pension more like Type A (defined contribution) or Type B (defined benefit)"
"2168","wpdsnd3","Is pension more like Type A (defined contribution) or Type B (defined benefit)"
"2169","wpercd1","Does employer require a contribution to be made to pension scheme"
"2170","wpercd2","Does employer require a contribution to be made to pension scheme"
"2171","wpercd3","Does employer require a contribution to be made to pension scheme"
"2172","wpinf4","Is the amount received from the pension  index-linked"
"2173","wppay4","What period did the last payment received cover"
"2174","wppyr4","How much was received as the last payment"
"2175","wpy4wl","Wkly pension income - bracket min value (wppyr4)"
"2176","wpy4wu","Wkly pension income - bracket max value (wppyr4)"
"2177","wpy4we","Wkly pension income - bracket entry point (wppyr4)"
"2178","wpy4wr","Wkly pension income - bracket result (wppyr4)"
"2179","wpy4fl","Fnightly pension income - bracket min value (wppyr4)"
"2180","wpy4fu","Fnightly pension income - bracket max value (wppyr4)"
"2181","wpy4fe","Fnightly pension income - bracket entry point (wppyr4)"
"2182","wpy4fr","Fnightly pension income - bracket result (wppyr4)"
"2183","wpy4ml","Mnthly pension income - bracket min value (wppyr4)"
"2184","wpy4mu","Mnthly pension income - bracket max value (wppyr4)"
"2185","wpy4me","Mnthly pension income - bracket entry point (wppyr4)"
"2186","wpy4mr","Mnthly pension income - bracket result (wppyr4)"
