,wave_name,name,varname,retained,label
8110,w2,iaa30yr,,,Annual past SSP (partner) - bracket result (iaa30)
8111,w2,iaa30ol,,,Oth pd past SSP (partner) - bracket min value (iaa30)
8112,w2,iaa30ou,,,Oth pd past SSP (partner) - bracket max value (iaa30)
8113,w2,iaa30oe,,,Oth pd past SSP (partner) - bracket entry point (iaa30)
8114,w2,iaa30or,,,Oth pd past SSP (partner) - bracket result (iaa30)
8115,w2,iab30,,,Past SSP (partner): months or weeks received
8116,w2,iabw30,,,Past SSP (partner): number of weeks received
8117,w2,iabm30,,,Past SSP (partner): number of months received
8118,w2,iat31,,,Benefit block type
8119,w2,iap31,,,Past Att Allow (partner) - period code
8120,w2,iaa31,,,Past Att Allow (partner) - amount received
8121,w2,iaa31wl,,,Wkly past Att Allow (partner) - bracket min value (iaa31)
8122,w2,iaa31wu,,,Wkly past Att Allow (partner) - bracket max value (iaa31)
8123,w2,iaa31we,,,Wkly past Att Allow (partner) - bracket entry point (iaa31)
8124,w2,iaa31wr,,,Wkly past Att Allow (partner) - bracket result (iaa31)
8125,w2,iaa31fl,,,Fnightly past Att Allow (partner) - bracket min value (iaa31)
8126,w2,iaa31fu,,,Fnightly past Att Allow (partner) - bracket max value (iaa31)
8127,w2,iaa31fe,,,Fnightly past Att Allow (partner) - bracket entry point (iaa31)
8128,w2,iaa31fr,,,Fnightly past Att Allow (partner) - bracket result (iaa31)
8129,w2,iaa31ml,,,Mnthly past Att Allow (partner) - bracket min value (iaa31)
8130,w2,iaa31mu,,,Mnthly past Att Allow (partner) - bracket max value (iaa31)
8131,w2,iaa31me,,,Mnthly past Att Allow (partner) - bracket entry point (iaa31)
8132,w2,iaa31mr,,,Mnthly past Att Allow (partner) - bracket result (iaa31)
8133,w2,iaa31yl,,,Annual past Att Allow (partner) - bracket min value (iaa31)
8134,w2,iaa31yu,,,Annual past Att Allow (partner) - bracket max value (iaa31)
8135,w2,iaa31ye,,,Annual past Att Allow (partner) - bracket entry point (iaa31)
8136,w2,iaa31yr,,,Annual past Att Allow (partner) - bracket result (iaa31)
8137,w2,iaa31ol,,,Oth pd past Att Allow (partner) - bracket min value (iaa31)
8138,w2,iaa31ou,,,Oth pd past Att Allow (partner) - bracket max value (iaa31)
8139,w2,iaa31oe,,,Oth pd past Att Allow (partner) - bracket entry point (iaa31)
8140,w2,iaa31or,,,Oth pd past Att Allow (partner) - bracket result (iaa31)
8141,w2,iab31,,,Past Att Allow (partner): months or weeks received
8142,w2,iabw31,,,Past Att Allow (partner): number of weeks received
8143,w2,iabm31,,,Past Att Allow (partner): number of months received
8144,w2,iat32,,,Benefit block type
8145,w2,iap32,,,Past DLA (partner) - period code
8146,w2,iaa32,,,Past DLA (partner) - amount received
8147,w2,iaa32wl,,,Wkly past DLA (partner) - bracket min value (iaa32)
8148,w2,iaa32wu,,,Wkly past DLA (partner) - bracket max value (iaa32)
8149,w2,iaa32we,,,Wkly past DLA (partner) - bracket entry point (iaa32)
8150,w2,iaa32wr,,,Wkly past DLA (partner) - bracket result (iaa32)
8151,w2,iaa32fl,,,Fnightly past DLA (partner) - bracket min value (iaa32)
8152,w2,iaa32fu,,,Fnightly past DLA (partner) - bracket max value (iaa32)
8153,w2,iaa32fe,,,Fnightly past DLA (partner) - bracket entry point (iaa32)
8154,w2,iaa32fr,,,Fnightly past DLA (partner) - bracket result (iaa32)
8155,w2,iaa32ml,,,Mnthly past DLA (partner) - bracket min value (iaa32)
8156,w2,iaa32mu,,,Mnthly past DLA (partner) - bracket max value (iaa32)
8157,w2,iaa32me,,,Mnthly past DLA (partner) - bracket entry point (iaa32)
8158,w2,iaa32mr,,,Mnthly past DLA (partner) - bracket result (iaa32)
8159,w2,iaa32yl,,,Annual past DLA (partner) - bracket min value (iaa32)
8160,w2,iaa32yu,,,Annual past DLA (partner) - bracket max value (iaa32)
8161,w2,iaa32ye,,,Annual past DLA (partner) - bracket entry point (iaa32)
8162,w2,iaa32yr,,,Annual past DLA (partner) - bracket result (iaa32)
8163,w2,iaa32ol,,,Oth pd past DLA (partner) - bracket min value (iaa32)
8164,w2,iaa32ou,,,Oth pd past DLA (partner) - bracket max value (iaa32)
8165,w2,iaa32oe,,,Oth pd past DLA (partner) - bracket entry point (iaa32)
8166,w2,iaa32or,,,Oth pd past DLA (partner) - bracket result (iaa32)
8167,w2,iab32,,,Past DLA (partner): months or weeks received
8168,w2,iabw32,,,Past DLA (partner): number of weeks received
8169,w2,iabm32,,,Past DLA (partner): number of months received
8170,w2,iat33,,,Benefit block type
8171,w2,iap33,,,Past Ind Inj ben (partner) - period code
8172,w2,iaa33,,,Past Ind Inj ben (partner) - amount received
8173,w2,iaa33wl,,,Wkly past Ind Inj ben (partner) - bracket min value (iaa33)
8174,w2,iaa33wu,,,Wkly past Ind Inj ben (partner) - bracket max value (iaa33)
8175,w2,iaa33we,,,Wkly past Ind Inj ben (partner) - bracket entry point (iaa33)
8176,w2,iaa33wr,,,Wkly past Ind Inj ben (partner) - bracket result (iaa33)
8177,w2,iaa33fl,,,Fnightly past Ind Inj ben (partner) - bracket min value (iaa33)
8178,w2,iaa33fu,,,Fnightly past Ind Inj ben (partner) - bracket max value (iaa33)
8179,w2,iaa33fe,,,Fnightly past Ind Inj ben (partner) - bracket entry point (iaa33)
8180,w2,iaa33fr,,,Fnightly past Ind Inj ben (partner) - bracket result (iaa33)
8181,w2,iaa33ml,,,Mnthly past Ind Inj ben (partner) - bracket min value (iaa33)
8182,w2,iaa33mu,,,Mnthly past Ind Inj ben (partner) - bracket max value (iaa33)
8183,w2,iaa33me,,,Mnthly past Ind Inj ben (partner) - bracket entry point (iaa33)
8184,w2,iaa33mr,,,Mnthly past Ind Inj ben (partner) - bracket result (iaa33)
8185,w2,iaa33yl,,,Annual past Ind Inj ben (partner) - bracket min value (iaa33)
8186,w2,iaa33yu,,,Annual past Ind Inj ben (partner) - bracket max value (iaa33)
8187,w2,iaa33ye,,,Annual past Ind Inj ben (partner) - bracket entry point (iaa33)
8188,w2,iaa33yr,,,Annual past Ind Inj ben (partner) - bracket result (iaa33)
8189,w2,iaa33ol,,,Oth pd past Ind Inj ben (partner) - bracket min value (iaa33)
8190,w2,iaa33ou,,,Oth pd past Ind Inj ben (partner) - bracket max value (iaa33)
8191,w2,iaa33oe,,,Oth pd past Ind Inj ben (partner) - bracket entry point (iaa33)
8192,w2,iaa33or,,,Oth pd past Ind Inj ben (partner) - bracket result (iaa33)
8193,w2,iab33,,,Past Ind Inj ben (partner): months or weeks received
8194,w2,iabw33,,,Past Ind Inj ben (partner): number of weeks received
8195,w2,iabm33,,,Past Ind Inj ben (partner): number of months received
8196,w2,iat34,,,Benefit block type
8197,w2,iap34,,,Past War Pension (partner) - period code
8198,w2,iaa34,,,Past War Pension (partner) - amount received
8199,w2,iaa34wl,,,Wkly past War Pension (partner) - bracket min value (iaa34)
8200,w2,iaa34wu,,,Wkly past War Pension (partner) - bracket max value (iaa34)
8201,w2,iaa34we,,,Wkly past War Pension (partner) - bracket entry point (iaa34)
8202,w2,iaa34wr,,,Wkly past War Pension (partner) - bracket result (iaa34)
8203,w2,iaa34fl,,,Fnightly past War Pension (partner) - bracket min value (iaa34)
8204,w2,iaa34fu,,,Fnightly past War Pension (partner) - bracket max value (iaa34)
8205,w2,iaa34fe,,,Fnightly past War Pension (partner) - bracket entry point (iaa34)
8206,w2,iaa34fr,,,Fnightly past War Pension (partner) - bracket result (iaa34)
8207,w2,iaa34ml,,,Mnthly past War Pension (partner) - bracket min value (iaa34)
8208,w2,iaa34mu,,,Mnthly past War Pension (partner) - bracket max value (iaa34)
8209,w2,iaa34me,,,Mnthly past War Pension (partner) - bracket entry point (iaa34)
8210,w2,iaa34mr,,,Mnthly past War Pension (partner) - bracket result (iaa34)
8211,w2,iaa34yl,,,Annual past War Pension (partner) - bracket min value (iaa34)
8212,w2,iaa34yu,,,Annual past War Pension (partner) - bracket max value (iaa34)
8213,w2,iaa34ye,,,Annual past War Pension (partner) - bracket entry point (iaa34)
8214,w2,iaa34yr,,,Annual past War Pension (partner) - bracket result (iaa34)
8215,w2,iaa34ol,,,Oth pd past War Pension (partner) - bracket min value (iaa34)
8216,w2,iaa34ou,,,Oth pd past War Pension (partner) - bracket max value (iaa34)
8217,w2,iaa34oe,,,Oth pd past War Pension (partner) - bracket entry point (iaa34)
8218,w2,iaa34or,,,Oth pd past War Pension (partner) - bracket result (iaa34)
8219,w2,iab34,,,Past War Pension (partner): months or weeks received
8220,w2,iabw34,,,Past War Pension (partner): number of weeks received
8221,w2,iabm34,,,Past War Pension (partner): number of months received
8222,w2,iat35,,,Benefit block type
8223,w2,iap35,,,Past Carers Allow (partner) - period code
8224,w2,iaa35,,,Past Carers Allow (partner) - amount received
8225,w2,iaa35wl,,,Wkly past Carers Allow (partner) - bracket min value (iaa35)
8226,w2,iaa35wu,,,Wkly past Carers Allow (partner) - bracket max value (iaa35)
8227,w2,iaa35we,,,Wkly past Carers Allow (partner) - bracket entry point (iaa35)
8228,w2,iaa35wr,,,Wkly past Carers Allow (partner) - bracket result (iaa35)
8229,w2,iaa35fl,,,Fnightly past Carers Allow (partner) - bracket min value (iaa35)
8230,w2,iaa35fu,,,Fnightly past Carers Allow (partner) - bracket max value (iaa35)
8231,w2,iaa35fe,,,Fnightly past Carers Allow (partner) - bracket entry point (iaa35)
8232,w2,iaa35fr,,,Fnightly past Carers Allow (partner) - bracket result (iaa35)
8233,w2,iaa35ml,,,Mnthly past Carers Allow (partner) - bracket min value (iaa35)
8234,w2,iaa35mu,,,Mnthly past Carers Allow (partner) - bracket max value (iaa35)
8235,w2,iaa35me,,,Mnthly past Carers Allow (partner) - bracket entry point (iaa35)
8236,w2,iaa35mr,,,Mnthly past Carers Allow (partner) - bracket result (iaa35)
8237,w2,iaa35yl,,,Annual past Carers Allow (partner) - bracket min value (iaa35)
8238,w2,iaa35yu,,,Annual past Carers Allow (partner) - bracket max value (iaa35)
8239,w2,iaa35ye,,,Annual past Carers Allow (partner) - bracket entry point (iaa35)
8240,w2,iaa35yr,,,Annual past Carers Allow (partner) - bracket result (iaa35)
8241,w2,iaa35ol,,,Oth pd past Carers Allow (partner) - bracket min value (iaa35)
8242,w2,iaa35ou,,,Oth pd past Carers Allow (partner) - bracket max value (iaa35)
8243,w2,iaa35oe,,,Oth pd past Carers Allow (partner) - bracket entry point (iaa35)
8244,w2,iaa35or,,,Oth pd past Carers Allow (partner) - bracket result (iaa35)
8245,w2,iab35,,,Past Carers Allow (partner): months or weeks received
8246,w2,iabw35,,,Past Carers Allow (partner): number of weeks received
8247,w2,iabm35,,,Past Carers Allow (partner): number of months received
8248,w2,iat36,,,Benefit block type
8249,w2,iap36,,,Past oth health ben (partner) - period code
8250,w2,iaa36,,,Past oth health ben (partner) - amount received
8251,w2,iaa36wl,,,Wkly past oth health ben (partner) - bracket min value (iaa36)
8252,w2,iaa36wu,,,Wkly past oth health ben (partner) - bracket max value (iaa36)
8253,w2,iaa36we,,,Wkly past oth health ben (partner) - bracket entry point (iaa36)
8254,w2,iaa36wr,,,Wkly past oth health ben (partner) - bracket result (iaa36)
8255,w2,iaa36fl,,,Fnightly past oth health ben (partner) - bracket min value (iaa36)
8256,w2,iaa36fu,,,Fnightly past oth health ben (partner) - bracket max value (iaa36)
8257,w2,iaa36fe,,,Fnightly past oth health ben (partner) - bracket entry point (iaa36)
8258,w2,iaa36fr,,,Fnightly past oth health ben (partner) - bracket result (iaa36)
8259,w2,iaa36ml,,,Mnthly past oth health ben (partner) - bracket min value (iaa36)
8260,w2,iaa36mu,,,Mnthly past oth health ben (partner) - bracket max value (iaa36)
8261,w2,iaa36me,,,Mnthly past oth health ben (partner) - bracket entry point (iaa36)
8262,w2,iaa36mr,,,Mnthly past oth health ben (partner) - bracket result (iaa36)
8263,w2,iaa36yl,,,Annual past oth health ben (partner) - bracket min value (iaa36)
8264,w2,iaa36yu,,,Annual past oth health ben (partner) - bracket max value (iaa36)
8265,w2,iaa36ye,,,Annual past oth health ben (partner) - bracket entry point (iaa36)
8266,w2,iaa36yr,,,Annual past oth health ben (partner) - bracket result (iaa36)
8267,w2,iaa36ol,,,Oth pd past oth health ben (partner) - bracket min value (iaa36)
8268,w2,iaa36ou,,,Oth pd past oth health ben (partner) - bracket max value (iaa36)
8269,w2,iaa36oe,,,Oth pd past oth health ben (partner) - bracket entry point (iaa36)
8270,w2,iaa36or,,,Oth pd past oth health ben (partner) - bracket result (iaa36)
8271,w2,iab36,,,Past oth health ben (partner): months or weeks received
8272,w2,iabw36,,,Past oth health ben (partner): number of weeks received
8273,w2,iabm36,,,Past oth health ben (partner): number of months received
8274,w2,iabeb,,,Have you (or your spouse) received any of these benefits in the last year? 
8275,w2,iaber1,,,Benefits received in the last year: respondent (1st mention)
8276,w2,iaber2,,,Benefits received in the last year: respondent (2nd mention)
8277,w2,iaber3,,,Benefits received in the last year: respondent (3rd mention)
8278,w2,iaber4,,,Benefits received in the last year: respondent (4th mention)
8279,w2,iaberm1,,,Benefits received in the last year: respondent (1st mention) - merged var
8280,w2,iaberm2,,,Benefits received in the last year: respondent (2nd mention) - merged var
8281,w2,iaberm3,,,Benefits received in the last year: respondent (3rd mention) - merged var
8282,w2,iaberm4,,,Benefits received in the last year: respondent (4th mention) - merged var
8283,w2,iaben1,,,Benefits receiving now: respondent (1st mention)
8284,w2,iaben2,,,Benefits receiving now: respondent (2nd mention)
8285,w2,iaben3,,,Benefits receiving now: respondent (3rd mention)
8286,w2,iaben4,,,Benefits receiving now: respondent (4th mention)
8287,w2,iat37,,,Benefit block type
8288,w2,iap37,,,Current IS (respondent) - period code
8289,w2,iaa37,,,Current IS (respondent) - amount received
8290,w2,iaa37wl,,,Wkly current IS (respondent) - bracket min value (iaa37)
8291,w2,iaa37wu,,,Wkly current IS (respondent) - bracket max value (iaa37)
8292,w2,iaa37we,,,Wkly current IS (respondent) - bracket entry point (iaa37)
8293,w2,iaa37wr,,,Wkly current IS (respondent) - bracket result (iaa37)
8294,w2,iaa37fl,,,Fnightly current IS (respondent) - bracket min value (iaa37)
8295,w2,iaa37fu,,,Fnightly current IS (respondent) - bracket max value (iaa37)
8296,w2,iaa37fe,,,Fnightly current IS (respondent) - bracket entry point (iaa37)
8297,w2,iaa37fr,,,Fnightly current IS (respondent) - bracket result (iaa37)
8298,w2,iaa37ml,,,Mnthly current IS (respondent) - bracket min value (iaa37)
8299,w2,iaa37mu,,,Mnthly current IS (respondent) - bracket max value (iaa37)
8300,w2,iaa37me,,,Mnthly current IS (respondent) - bracket entry point (iaa37)
8301,w2,iaa37mr,,,Mnthly current IS (respondent) - bracket result (iaa37)
8302,w2,iaa37yl,,,Annual current IS (respondent) - bracket min value (iaa37)
8303,w2,iaa37yu,,,Annual current IS (respondent) - bracket max value (iaa37)
8304,w2,iaa37ye,,,Annual current IS (respondent) - bracket entry point (iaa37)
8305,w2,iaa37yr,,,Annual current IS (respondent) - bracket result (iaa37)
8306,w2,iaa37ol,,,Oth pd current IS (respondent) - bracket min value (iaa37)
8307,w2,iaa37ou,,,Oth pd current IS (respondent) - bracket max value (iaa37)
8308,w2,iaa37oe,,,Oth pd current IS (respondent) - bracket entry point (iaa37)
8309,w2,iaa37or,,,Oth pd current IS (respondent) - bracket result (iaa37)
8310,w2,ialy37,,,Current IS (respondent): started receiving it in the last year
8311,w2,ialm37,,,Current IS (respondent): month started receiving it
8312,w2,iat38,,,Benefit block type
8313,w2,iap38,,,Current Pension Credit (respondent) - period code
8314,w2,iaa38,,,Current Pension Credit (respondent) - amount received
8315,w2,iaa38wl,,,Wkly current Pension Credit (respondent) - bracket min value (iaa38)
8316,w2,iaa38wu,,,Wkly current Pension Credit (respondent) - bracket max value (iaa38)
8317,w2,iaa38we,,,Wkly current Pension Credit (respondent) - bracket entry point (iaa38)
8318,w2,iaa38wr,,,Wkly current Pension Credit (respondent) - bracket result (iaa38)
8319,w2,iaa38fl,,,Fnightly current Pension Credit (respondent) - bracket min value (iaa38)
8320,w2,iaa38fu,,,Fnightly current Pension Credit (respondent) - bracket max value (iaa38)
8321,w2,iaa38fe,,,Fnightly current Pension Credit (respondent) - bracket entry point (iaa38)
8322,w2,iaa38fr,,,Fnightly current Pension Credit (respondent) - bracket result (iaa38)
8323,w2,iaa38ml,,,Mnthly current Pension Credit (respondent) - bracket min value (iaa38)
8324,w2,iaa38mu,,,Mnthly current Pension Credit (respondent) - bracket max value (iaa38)
8325,w2,iaa38me,,,Mnthly current Pension Credit (respondent) - bracket entry point (iaa38)
8326,w2,iaa38mr,,,Mnthly current Pension Credit (respondent) - bracket result (iaa38)
8327,w2,iaa38yl,,,Annual current Pension Credit (respondent) - bracket min value (iaa38)
8328,w2,iaa38yu,,,Annual current Pension Credit (respondent) - bracket max value (iaa38)
8329,w2,iaa38ye,,,Annual current Pension Credit (respondent) - bracket entry point (iaa38)
8330,w2,iaa38yr,,,Annual current Pension Credit (respondent) - bracket result (iaa38)
8331,w2,iaa38ol,,,Oth pd current Pension Credit (respondent) - bracket min value (iaa38)
8332,w2,iaa38ou,,,Oth pd current Pension Credit (respondent) - bracket max value (iaa38)
8333,w2,iaa38oe,,,Oth pd current Pension Credit (respondent) - bracket entry point (iaa38)
8334,w2,iaa38or,,,Oth pd current Pension Credit (respondent) - bracket result (iaa38)
8335,w2,ialy38,,,Current Pension Credit (respondent): started receiving it in the last year
8336,w2,ialm38,,,Current Pension Credit (respondent): month started receiving it
8337,w2,iat39,,,Benefit block type
8338,w2,iap39,,,Current WTC (respondent) - period code
8339,w2,iaa39,,,Current WTC (respondent) - amount received
8340,w2,iaa39wl,,,Wkly current WTC (respondent) - bracket min value (iaa39)
8341,w2,iaa39wu,,,Wkly current WTC (respondent) - bracket max value (iaa39)
8342,w2,iaa39we,,,Wkly current WTC (respondent) - bracket entry point (iaa39)
8343,w2,iaa39wr,,,Wkly current WTC (respondent) - bracket result (iaa39)
8344,w2,iaa39fl,,,Fnightly current WTC (respondent) - bracket min value (iaa39)
8345,w2,iaa39fu,,,Fnightly current WTC (respondent) - bracket max value (iaa39)
8346,w2,iaa39fe,,,Fnightly current WTC (respondent) - bracket entry point (iaa39)
8347,w2,iaa39fr,,,Fnightly current WTC (respondent) - bracket result (iaa39)
8348,w2,iaa39ml,,,Mnthly current WTC (respondent) - bracket min value (iaa39)
8349,w2,iaa39mu,,,Mnthly current WTC (respondent) - bracket max value (iaa39)
8350,w2,iaa39me,,,Mnthly current WTC (respondent) - bracket entry point (iaa39)
8351,w2,iaa39mr,,,Mnthly current WTC (respondent) - bracket result (iaa39)
8352,w2,iaa39yl,,,Annual current WTC (respondent) - bracket min value (iaa39)
8353,w2,iaa39yu,,,Annual current WTC (respondent) - bracket max value (iaa39)
8354,w2,iaa39ye,,,Annual current WTC (respondent) - bracket entry point (iaa39)
8355,w2,iaa39yr,,,Annual current WTC (respondent) - bracket result (iaa39)
8356,w2,iaa39ol,,,Oth pd current WTC (respondent) - bracket min value (iaa39)
8357,w2,iaa39ou,,,Oth pd current WTC (respondent) - bracket max value (iaa39)
8358,w2,iaa39oe,,,Oth pd current WTC (respondent) - bracket entry point (iaa39)
8359,w2,iaa39or,,,Oth pd current WTC (respondent) - bracket result (iaa39)
8360,w2,ialy39,,,Current WTC (respondent): started receiving it in the last year
8361,w2,ialm39,,,Current WTC (respondent): month started receiving it
8362,w2,iat40,,,Benefit block type
8363,w2,iap40,,,Current JSA (respondent) - period code
8364,w2,iaa40,,,Current JSA (respondent) - amount received
8365,w2,iaa40wl,,,Wkly current JSA (respondent) - bracket min value (iaa40)
8366,w2,iaa40wu,,,Wkly current JSA (respondent) - bracket max value (iaa40)
8367,w2,iaa40we,,,Wkly current JSA (respondent) - bracket entry point (iaa40)
8368,w2,iaa40wr,,,Wkly current JSA (respondent) - bracket result (iaa40)
8369,w2,iaa40fl,,,Fnightly current JSA (respondent) - bracket min value (iaa40)
8370,w2,iaa40fu,,,Fnightly current JSA (respondent) - bracket max value (iaa40)
8371,w2,iaa40fe,,,Fnightly current JSA (respondent) - bracket entry point (iaa40)
8372,w2,iaa40fr,,,Fnightly current JSA (respondent) - bracket result (iaa40)
8373,w2,iaa40ml,,,Mnthly current JSA (respondent) - bracket min value (iaa40)
8374,w2,iaa40mu,,,Mnthly current JSA (respondent) - bracket max value (iaa40)
8375,w2,iaa40me,,,Mnthly current JSA (respondent) - bracket entry point (iaa40)
8376,w2,iaa40mr,,,Mnthly current JSA (respondent) - bracket result (iaa40)
8377,w2,iaa40yl,,,Annual current JSA (respondent) - bracket min value (iaa40)
8378,w2,iaa40yu,,,Annual current JSA (respondent) - bracket max value (iaa40)
8379,w2,iaa40ye,,,Annual current JSA (respondent) - bracket entry point (iaa40)
8380,w2,iaa40yr,,,Annual current JSA (respondent) - bracket result (iaa40)
8381,w2,iaa40ol,,,Oth pd current JSA (respondent) - bracket min value (iaa40)
8382,w2,iaa40ou,,,Oth pd current JSA (respondent) - bracket max value (iaa40)
8383,w2,iaa40oe,,,Oth pd current JSA (respondent) - bracket entry point (iaa40)
8384,w2,iaa40or,,,Oth pd current JSA (respondent) - bracket result (iaa40)
8385,w2,ialy40,,,Current JSA (respondent): started receiving it in the last year
8386,w2,ialm40,,,Current JSA (respondent): month started receiving it
8387,w2,iat41,,,Benefit block type
8388,w2,iap41,,,Current Guard Allow (respondent) - period code
8389,w2,iaa41,,,Current Guard Allow (respondent) - amount received
8390,w2,iaa41wl,,,Wkly current Guard Allow (respondent) - bracket min value (iaa41)
8391,w2,iaa41wu,,,Wkly current Guard Allow (respondent) - bracket max value (iaa41)
8392,w2,iaa41we,,,Wkly current Guard Allow (respondent) - bracket entry point (iaa41)
8393,w2,iaa41wr,,,Wkly current Guard Allow (respondent) - bracket result (iaa41)
8394,w2,iaa41fl,,,Fnightly current Guard Allow (respondent) - bracket min value (iaa41)
8395,w2,iaa41fu,,,Fnightly current Guard Allow (respondent) - bracket max value (iaa41)
8396,w2,iaa41fe,,,Fnightly current Guard Allow (respondent) - bracket entry point (iaa41)
8397,w2,iaa41fr,,,Fnightly current Guard Allow (respondent) - bracket result (iaa41)
8398,w2,iaa41ml,,,Mnthly current Guard Allow (respondent) - bracket min value (iaa41)
8399,w2,iaa41mu,,,Mnthly current Guard Allow (respondent) - bracket max value (iaa41)
8400,w2,iaa41me,,,Mnthly current Guard Allow (respondent) - bracket entry point (iaa41)
8401,w2,iaa41mr,,,Mnthly current Guard Allow (respondent) - bracket result (iaa41)
8402,w2,iaa41yl,,,Annual current Guard Allow (respondent) - bracket min value (iaa41)
8403,w2,iaa41yu,,,Annual current Guard Allow (respondent) - bracket max value (iaa41)
8404,w2,iaa41ye,,,Annual current Guard Allow (respondent) - bracket entry point (iaa41)
8405,w2,iaa41yr,,,Annual current Guard Allow (respondent) - bracket result (iaa41)
8406,w2,iaa41ol,,,Oth pd current Guard Allow (respondent) - bracket min value (iaa41)
8407,w2,iaa41ou,,,Oth pd current Guard Allow (respondent) - bracket max value (iaa41)
8408,w2,iaa41oe,,,Oth pd current Guard Allow (respondent) - bracket entry point (iaa41)
8409,w2,iaa41or,,,Oth pd current Guard Allow (respondent) - bracket result (iaa41)
8410,w2,ialy41,,,Current Guard Allow (respondent): started receiving it in the last year
8411,w2,ialm41,,,Current Guard Allow (respondent): month started receiving it
8412,w2,iat42,,,Benefit block type
8413,w2,iap42,,,Current Widows Pension (respondent) - period code
8414,w2,iaa42,,,Current Widows Pension (respondent) - amount received
8415,w2,iaa42wl,,,Wkly current Widows Pension (respondent) - bracket min value (iaa42)
8416,w2,iaa42wu,,,Wkly current Widows Pension (respondent) - bracket max value (iaa42)
8417,w2,iaa42we,,,Wkly current Widows Pension (respondent) - bracket entry point (iaa42)
8418,w2,iaa42wr,,,Wkly current Widows Pension (respondent) - bracket result (iaa42)
8419,w2,iaa42fl,,,Fnightly current Widows Pension (respondent) - bracket min value (iaa42)
8420,w2,iaa42fu,,,Fnightly current Widows Pension (respondent) - bracket max value (iaa42)
8421,w2,iaa42fe,,,Fnightly current Widows Pension (respondent) - bracket entry point (iaa42)
8422,w2,iaa42fr,,,Fnightly current Widows Pension (respondent) - bracket result (iaa42)
8423,w2,iaa42ml,,,Mnthly current Widows Pension (respondent) - bracket min value (iaa42)
8424,w2,iaa42mu,,,Mnthly current Widows Pension (respondent) - bracket max value (iaa42)
8425,w2,iaa42me,,,Mnthly current Widows Pension (respondent) - bracket entry point (iaa42)
8426,w2,iaa42mr,,,Mnthly current Widows Pension (respondent) - bracket result (iaa42)
8427,w2,iaa42yl,,,Annual current Widows Pension (respondent) - bracket min value (iaa42)
8428,w2,iaa42yu,,,Annual current Widows Pension (respondent) - bracket max value (iaa42)
8429,w2,iaa42ye,,,Annual current Widows Pension (respondent) - bracket entry point (iaa42)
8430,w2,iaa42yr,,,Annual current Widows Pension (respondent) - bracket result (iaa42)
8431,w2,iaa42ol,,,Oth pd current Widows Pension (respondent) - bracket min value (iaa42)
8432,w2,iaa42ou,,,Oth pd current Widows Pension (respondent) - bracket max value (iaa42)
8433,w2,iaa42oe,,,Oth pd current Widows Pension (respondent) - bracket entry point (iaa42)
8434,w2,iaa42or,,,Oth pd current Widows Pension (respondent) - bracket result (iaa42)
8435,w2,ialy42,,,Current Widows Pension (respondent): started receiving it in the last year
8436,w2,ialm42,,,Current Widows Pension (respondent): month started receiving it
8437,w2,iat43,,,Benefit block type
8438,w2,iap43,,,Current Child Benefit (respondent) - period code
8439,w2,iaa43,,,Current Child Benefit (respondent) - amount received
8440,w2,iaa43wl,,,Wkly current Child Benefit (respondent) - bracket min value (iaa43)
8441,w2,iaa43wu,,,Wkly current Child Benefit (respondent) - bracket max value (iaa43)
8442,w2,iaa43we,,,Wkly current Child Benefit (respondent) - bracket entry point (iaa43)
8443,w2,iaa43wr,,,Wkly current Child Benefit (respondent) - bracket result (iaa43)
8444,w2,iaa43fl,,,Fnightly current Child Benefit (respondent) - bracket min value (iaa43)
8445,w2,iaa43fu,,,Fnightly current Child Benefit (respondent) - bracket max value (iaa43)
8446,w2,iaa43fe,,,Fnightly current Child Benefit (respondent) - bracket entry point (iaa43)
8447,w2,iaa43fr,,,Fnightly current Child Benefit (respondent) - bracket result (iaa43)
8448,w2,iaa43ml,,,Mnthly current Child Benefit (respondent) - bracket min value (iaa43)
8449,w2,iaa43mu,,,Mnthly current Child Benefit (respondent) - bracket max value (iaa43)
8450,w2,iaa43me,,,Mnthly current Child Benefit (respondent) - bracket entry point (iaa43)
8451,w2,iaa43mr,,,Mnthly current Child Benefit (respondent) - bracket result (iaa43)
8452,w2,iaa43yl,,,Annual current Child Benefit (respondent) - bracket min value (iaa43)
8453,w2,iaa43yu,,,Annual current Child Benefit (respondent) - bracket max value (iaa43)
8454,w2,iaa43ye,,,Annual current Child Benefit (respondent) - bracket entry point (iaa43)
8455,w2,iaa43yr,,,Annual current Child Benefit (respondent) - bracket result (iaa43)
8456,w2,iaa43ol,,,Oth pd current Child Benefit (respondent) - bracket min value (iaa43)
8457,w2,iaa43ou,,,Oth pd current Child Benefit (respondent) - bracket max value (iaa43)
8458,w2,iaa43oe,,,Oth pd current Child Benefit (respondent) - bracket entry point (iaa43)
8459,w2,iaa43or,,,Oth pd current Child Benefit (respondent) - bracket result (iaa43)
8460,w2,ialy43,,,Current Child Benefit (respondent): started receiving it in the last year
8461,w2,ialm43,,,Current Child Benefit (respondent): month started receiving it
8462,w2,iat44,,,Benefit block type
8463,w2,iap44,,,Current Child Tax Credit (respondent) - period code
8464,w2,iaa44,,,Current Child Tax Credit (respondent) - amount received
8465,w2,iaa44wl,,,Wkly current Child Tax Credit (respondent) - bracket min value (iaa44)
